Date,Open,High,Low,Close,Volume
2016-08-29,2424.4525575050698,2424.4525575050698,2380.661132000052,2392.604248046875,40904000
2016-08-30,2392.604329833984,2392.604329833984,2380.6612133789063,2388.623291015625,70749500
2016-08-31,2364.736896704994,2416.490397811332,2364.736896704994,2396.585205078125,169155000
2016-09-01,2364.737058105469,2400.566407470703,2364.737058105469,2388.623291015625,56229500
2016-09-02,2396.5853686523437,2436.3957568359374,2384.6422521972654,2388.623291015625,63478000
2016-09-05,2432.414718017578,2432.414718017578,2384.6422521972654,2388.623291015625,74444000
2016-09-06,2396.585286729149,2404.547364093698,2380.661132000052,2392.604248046875,70876500
2016-09-07,2436.3953439812913,2436.3953439812913,2404.547038831209,2420.47119140625,137103000
2016-09-08,2436.3956719136117,2436.3956719136117,2412.5094398360275,2416.490478515625,88467500
2016-09-09,2416.490397811332,2416.490397811332,2384.642089438201,2396.585205078125,86764000
2016-09-13,2396.585286729149,2404.547364093698,2364.7369772709544,2392.604248046875,108835000
2016-09-14,2380.6608075633867,2388.622883842863,2356.7745787249582,2384.641845703125,92904000
2016-09-15,2420.4712722475165,2436.395425354408,2384.6419277570108,2404.547119140625,159713000
2016-09-16,2404.547119140625,2424.4523105242397,2388.6229660337335,2404.547119140625,151477000
2016-09-19,2428.43359375,2432.4146324282788,2404.547361680328,2428.43359375,70684000
2016-09-20,2420.4712722475165,2432.414387077685,2404.547119140625,2404.547119140625,74726500
2016-09-21,2404.547362476833,2424.4525558748196,2400.5663237972353,2416.490478515625,93367000
2016-09-22,2444.35791015625,2484.168299572476,2440.3768712146275,2444.35791015625,112772500
2016-09-23,2464.262939453125,2484.168132825121,2448.338784755528,2464.262939453125,111259000
2016-09-26,2464.263104864363,2464.263104864363,2428.43375438976,2444.35791015625,56087500
2016-09-27,2404.546893310547,2547.8642578125,2388.6227416992188,2547.8642578125,121486000
2016-09-28,2480.1870125101295,2496.1111666835495,2452.3197427066452,2456.30078125,104262000
2016-09-29,2468.2436546725953,2531.9402651157593,2468.2436546725953,2504.072998046875,131983000
2016-09-30,2543.883462116217,2547.864500398089,2468.2437347606487,2500.092041015625,146694500
2016-10-03,2539.902506510417,2579.712890625,2539.902506510417,2543.883544921875,78715000
2016-10-04,2579.7129732807603,2579.7129732807603,2531.940510812598,2539.902587890625,81285000
2016-10-05,2508.054280341426,2547.8646657436707,2508.054280341426,2516.016357421875,63367500
2016-10-06,2547.864500792393,2555.8265773573694,2508.054117967512,2512.03515625,58324500
2016-10-07,2547.8646657436707,2547.8646657436707,2508.054280341426,2516.016357421875,46006500
2016-10-10,2500.092041015625,2535.921385552473,2492.129964451881,2500.092041015625,24959000
2016-10-11,2535.9215501229974,2535.9215501229974,2504.0732418012017,2516.016357421875,72176500
2016-10-12,2516.016276041667,2523.9783528645835,2448.338623046875,2484.16796875,78936000
2016-10-13,2484.1682152609224,2496.111331680446,2444.3578271958436,2460.281982421875,57745000
2016-10-14,2464.2628563989565,2555.8267428241197,2448.338702238059,2516.016357421875,107271500
2016-10-17,2516.0160334365173,2535.9212235744644,2516.0160334365173,2531.940185546875,114630500
2016-10-18,2547.864339953271,2559.807454046802,2539.9022638909173,2555.826416015625,160526000
2016-10-19,2543.883544921875,2571.7508138020835,2519.997314453125,2543.883544921875,43748000
2016-10-20,2523.9785985553076,2539.9027537512397,2508.054443359375,2508.054443359375,38996000
2016-10-21,2523.978434502324,2523.978434502324,2512.0353188816507,2516.016357421875,52681000
2016-10-24,2527.959144020385,2527.959144020385,2476.2056497333533,2496.11083984375,64539500
2016-10-25,2488.148843088458,2500.0919575352823,2464.2626141948085,2468.24365234375,105666000
2016-10-26,2484.1678049395164,2484.1678049395164,2464.2626141948085,2468.24365234375,61653500
2016-10-27,2468.243815104167,2480.186930338542,2464.2627766927085,2472.224853515625,79667000
2016-10-28,2472.224853515625,2484.16796875,2456.300699869792,2484.16796875,72105000
2016-10-31,2468.243815104167,2484.16796875,2456.300699869792,2472.224853515625,65543500
2016-11-01,2468.244060034891,2492.1302928739383,2460.281982421875,2460.281982421875,77657500
2016-11-02,2460.2819007787257,2472.2250168019236,2440.3767074067296,2464.262939453125,101446000
2016-11-03,2468.2438968800648,2468.2438968800648,2436.3955885332252,2456.30078125,68455000
2016-11-04,2444.357423450101,2468.24365234375,2436.3953471522177,2468.24365234375,62182500
2016-11-07,2428.433592164671,2472.225017597149,2404.5473601105923,2452.31982421875,110497000
2016-11-08,2452.319499747984,2484.1678049395164,2452.319499747984,2468.24365234375,106514500
2016-11-09,2468.243815104167,2480.186930338542,2428.4334309895835,2436.3955078125,126875000
2016-11-10,2436.3955078125,2456.300699869792,2424.452392578125,2424.452392578125,69882500
2016-11-11,2388.623130057496,2388.623130057496,2309.0023590555793,2336.86962890625,222566500
2016-11-14,2293.0779619565214,2293.0779619565214,2221.4192756453804,2289.096923828125,156689000
2016-11-15,2277.153971354167,2368.7178548177085,2245.3056640625,2316.96435546875,135474500
2016-11-16,2320.945796636248,2376.680344068336,2320.945796636248,2344.83203125,129035500
2016-11-17,2348.81298828125,2364.737144134004,2340.850910354873,2348.81298828125,120499000
2016-11-18,2340.850992147708,2348.813070352292,2328.907874840832,2344.83203125,80701500
2016-11-21,2340.850992147708,2352.794109454584,2328.907874840832,2344.83203125,87375000
2016-11-22,2309.0021980988695,2344.8315425521278,2309.0021980988695,2332.888427734375,129317000
2016-11-23,2332.888752424798,2348.812907731452,2328.9077135981347,2340.850830078125,51143500
2016-11-24,2309.0022786458335,2340.8505859375,2293.078125,2316.96435546875,83313000
2016-11-25,2309.0026036063896,2316.96468154986,2301.040525662919,2312.983642578125,71262500
2016-11-28,2301.0400382133153,2312.9831525985055,2281.134847571331,2289.096923828125,75786000
2016-11-29,2281.13541595778,2297.0595724391605,2249.2871029950184,2285.116455078125,101969000
2016-11-30,2285.116619830365,2293.078698645105,2273.1735016082553,2277.154541015625,163078500
2016-12-01,2288.356103515625,2332.3629516601563,2284.3554809570314,2320.361083984375,107127500
2016-12-02,2344.364612169932,2420.376434066227,2332.3627455547276,2348.365234375,137411500
2016-12-05,2348.3646348556153,2372.368361958058,2320.3602865694324,2344.364013671875,64879000
2016-12-06,2352.3658565800683,2360.3671009902046,2336.363367759796,2348.365234375,59009500
2016-12-07,2352.3652560393557,2356.365877223096,2336.3627713043943,2344.364013671875,69524500
2016-12-08,2320.360506018814,2380.3698294503347,2320.360506018814,2352.365478515625,121795500
2016-12-09,2368.3679647640306,2368.3679647640306,2344.364235391422,2352.365478515625,86596000
2016-12-13,2348.3648569535235,2364.367343201929,2320.360506018814,2352.365478515625,121360000
2016-12-14,2352.3652128575213,2400.3726661811443,2352.3652128575213,2360.366455078125,128356000
2016-12-15,2356.3664315315673,2372.3689200309327,2352.365809406726,2364.36767578125,125417000
2016-12-16,2352.365918958509,2400.3733866923562,2344.3646743362015,2368.368408203125,105628500
2016-12-19,2320.360855594758,2372.368943737399,2320.360855594758,2356.366455078125,53658000
2016-12-20,2328.3620766576773,2368.3682979060914,2328.3620766576773,2364.36767578125,37145000
2016-12-21,2368.368345400341,2368.368345400341,2340.363989964864,2348.365234375,97165000
2016-12-22,2320.360573050902,2332.3624380839237,2304.3580863402062,2328.36181640625,75773000
2016-12-23,2304.358374783737,2336.3633522112887,2284.355263891517,2312.359619140625,73656500
2016-12-27,2288.3559619800467,2376.3696528254327,2260.351605801969,2368.368408203125,41749000
2016-12-28,2384.370810231855,2404.373921055948,2356.366455078125,2356.366455078125,70098000
2016-12-29,2368.3679191266287,2468.3834562519087,2356.366054671595,2456.381591796875,122316500
2016-12-30,2456.3815256426415,2488.3864966607866,2452.380904265373,2480.38525390625,235500500
2017-01-02,2480.38525390625,2480.38525390625,2480.38525390625,2480.38525390625,0
2017-01-03,2480.385494564679,2524.392333984375,2436.378655144983,2524.392333984375,46748000
2017-01-04,2536.394603559166,2540.395225962256,2504.3896243344448,2512.390869140625,85216500
2017-01-05,2512.3912480063796,2524.3931170255187,2500.389378987241,2508.390625,97909000
2017-01-06,2472.3842092660757,2512.390426244491,2472.3842092660757,2496.387939453125,36603000
2017-01-09,2488.3865636769647,2496.387806646987,2424.3766199167853,2456.381591796875,88087500
2017-01-10,2472.3843003310167,2480.3855440214084,2452.3811911050375,2464.383056640625,52004500
2017-01-11,2488.386834437551,2492.387456357869,2448.380615234375,2448.380615234375,43772500
2017-01-12,2448.380725555669,2472.3844581591557,2444.3801034550875,2452.38134765625,30781000
2017-01-13,2432.3780175941083,2492.387343686068,2432.3780175941083,2444.3798828125,69512500
2017-01-16,2432.3780632207577,2440.3793068497735,2400.3730887046954,2428.37744140625,62039500
2017-01-17,2428.37744140625,2440.3793068497735,2424.3768195917423,2428.37744140625,22368500
2017-01-18,2444.3799933140576,2448.380615234375,2424.3768837124694,2448.380615234375,93410500
2017-01-19,2456.3819462970023,2464.383190421748,2440.37945804751,2460.382568359375,34360500
2017-01-20,2440.37939453125,2444.380016489498,2408.3744188652663,2440.37939453125,44242500
2017-01-23,2432.3779978197676,2448.380484647529,2408.374267578125,2408.374267578125,21962000
2017-01-24,2432.3779978197676,2440.3792412336484,2408.374267578125,2408.374267578125,36251000
2017-01-25,2444.3799093495245,2444.3799093495245,2392.371826171875,2392.371826171875,33161500
2017-01-26,2400.373152190564,2468.383724835963,2400.373152190564,2448.380615234375,53606000
2017-01-27,2424.3768381886666,2488.3867877118,2424.3768381886666,2464.383056640625,37555500
2017-01-30,2492.387632499621,2492.387632499621,2452.381410469129,2472.384521484375,33673000
2017-01-31,2448.380615234375,2488.386834437551,2440.37937139374,2448.380615234375,36946500
2017-02-01,2480.385900463432,2480.385900463432,2468.384033203125,2468.384033203125,43359000
2017-02-02,2452.381410469129,2476.3851436874243,2444.380166063031,2472.384521484375,61584000
2017-02-03,2472.384144032714,2480.385387217286,2468.383522440428,2476.384765625,44754000
2017-02-06,2492.3873177552837,2508.38980454665,2480.385452661759,2496.387939453125,63275000
2017-02-07,2468.38321484375,2500.38818359375,2468.38321484375,2500.38818359375,47873500
2017-02-08,2500.388561150967,2504.389182848808,2484.3860743596006,2496.387939453125,73968000
2017-02-09,2496.3875625,2504.3888046875,2496.3875625,2500.38818359375,134806500
2017-02-10,2500.3883361816406,2512.3902001953124,2400.372802734375,2400.372802734375,82921000
2017-02-13,2480.385852267009,2504.389586321206,2456.382118212812,2484.386474609375,98775500
2017-02-14,2472.384011151714,2488.3864966607866,2460.3821470199096,2480.38525390625,68492000
2017-02-15,2480.38525390625,2480.38525390625,2480.38525390625,2480.38525390625,0
2017-02-16,2496.387739415323,2496.387739415323,2460.3821470199096,2480.38525390625,109934500
2017-02-17,2472.384144032714,2492.3872519941438,2456.3816576635704,2476.384765625,54111500
2017-02-20,2496.38825470267,2496.38825470267,2464.383277078277,2472.384521484375,49225000
2017-02-21,2464.3827683971776,2484.385875283518,2464.3827683971776,2480.38525390625,47016500
2017-02-22,2464.3827683971776,2492.3871180380547,2464.3827683971776,2480.38525390625,47767500
2017-02-23,2464.3827683971776,2492.3871180380547,2464.3827683971776,2480.38525390625,81655500
2017-02-24,2484.385875283518,2496.387739415323,2480.38525390625,2480.38525390625,33280500
2017-02-27,2480.38525390625,2484.385875283518,2464.3827683971776,2480.38525390625,28618000
2017-02-28,2480.3857658904735,2488.3870102965716,2464.383277078277,2472.384521484375,110184500
2017-03-01,2464.3827683971776,2484.385875283518,2464.3827683971776,2480.38525390625,102209000
2017-03-02,2504.388982169859,2508.389603547127,2476.384632528982,2480.38525390625,78309500
2017-03-03,2472.384144032714,2488.386630401858,2468.383522440428,2476.384765625,88454000
2017-03-06,2464.382900848142,2476.384765625,2456.3816576635704,2476.384765625,44661500
2017-03-07,2464.383277078277,2480.3857658904735,2464.383277078277,2472.384521484375,52582000
2017-03-08,2480.38525390625,2484.385875283518,2472.384011151714,2480.38525390625,87391500
2017-03-09,2500.38818359375,2512.390046875,2480.385078125,2500.38818359375,47322000
2017-03-10,2512.390046875,2512.390046875,2476.38445703125,2500.38818359375,34386000
2017-03-13,2496.3882071442927,2504.3894513979603,2476.3850965101237,2488.386962890625,24933000
2017-03-14,2512.3912480063796,2544.3962320574165,2504.3900019936204,2508.390625,62225000
2017-03-15,2524.392268464207,2524.392268464207,2484.3860518482925,2504.38916015625,70286000
2017-03-16,2544.3953970841535,2560.3978838582675,2528.3929103100395,2540.394775390625,186021500
2017-03-17,2560.3982170846393,2592.4031947981975,2540.3951060136656,2552.39697265625,223808500
2017-03-20,2576.4007687961703,2596.4038803551466,2552.3970349253987,2572.400146484375,191276500
2017-03-21,2596.4036748798076,2604.4049188701924,2584.4018088942307,2600.404296875,133231500
2017-03-22,2568.3994065849924,2616.406872128637,2568.3994065849924,2612.40625,178821000
2017-03-23,2624.407385400979,2680.41607960161,2620.4067643866483,2656.412353515625,195774000
2017-03-24,2688.4185824206947,2688.4185824206947,2632.409861953597,2648.412353515625,86403000
2017-03-27,2648.412353515625,2660.4142221871457,2640.411107734611,2648.412353515625,74524000
2017-03-29,2668.4149052968282,2692.418637578359,2660.4136612029847,2672.41552734375,112645500
2017-03-30,2692.418701171875,2700.419945454704,2672.4155904648032,2692.418701171875,96488000
2017-03-31,2692.419205311202,2720.4235655447505,2648.412353515625,2648.412353515625,81642500
2017-04-03,2652.412353515625,2712.4216827806845,2652.412353515625,2652.412353515625,186889000
2017-04-04,2680.4169921875,2704.4207264458955,2664.414502681903,2680.4169921875,74096500
2017-04-05,2680.4169921875,2680.4169921875,2680.4169921875,2680.4169921875,0
2017-04-06,2752.427556818182,2780.4319069602275,2752.427556818182,2772.4306640625,117034500
2017-04-07,2796.4345045282107,2796.4345045282107,2752.4276668317725,2776.431396484375,133337000
2017-04-10,2820.438234180813,2840.441342224649,2760.4289100493065,2776.431396484375,79805500
2017-04-11,2800.4350809791367,2816.43756715616,2760.4288655365776,2792.433837890625,88702000
2017-04-12,2792.4342321120307,2832.440453202461,2788.4336100029877,2824.439208984375,56825500
2017-04-13,2832.4400990071144,2832.4400990071144,2752.4276668317725,2776.431396484375,52786000
2017-04-17,2797.391178914328,2797.391178914328,2692.58978028065,2728.8671875,93984000
2017-04-18,2736.9288335487445,2749.021302621861,2716.7747184268833,2728.8671875,102219500
2017-04-19,2728.8671875,2728.8671875,2728.8671875,2728.8671875,0
2017-04-20,2773.2069636093074,2845.761796959551,2761.114491384267,2793.361083984375,146846500
2017-04-21,2753.052954765178,2821.5769668164344,2744.99130628856,2817.546142578125,86655500
2017-04-25,2845.761854851383,2845.761854851383,2789.330316653197,2805.45361328125,111180500
2017-04-26,2845.761821831597,2902.193359375,2789.3302842881944,2902.193359375,82166000
2017-04-27,2805.4535457159413,2841.7309622553717,2805.4535457159413,2825.607666015625,68316500
2017-04-28,2825.607835194762,2865.9160782075264,2825.607835194762,2861.88525390625,68971000
2017-05-02,2861.885123652453,2894.131716595016,2861.885123652453,2886.070068359375,138473000
2017-05-03,2869.946902508803,2878.0085511113557,2861.88525390625,2861.88525390625,43521500
2017-05-04,2869.946715024544,2902.1933073281907,2865.9158909865882,2873.9775390625,123050500
2017-05-05,2861.8849476144956,2873.9774192241343,2833.6691805253386,2865.915771484375,33583500
2017-05-08,2882.038876844316,2926.3779364880747,2873.97722963636,2894.13134765625,64042500
2017-05-09,2950.5632486979166,2958.6248969184026,2878.0084147135417,2902.193359375,50148500
2017-05-10,2861.8848201054743,2914.2855280792364,2861.8848201054743,2890.1005859375,78922000
2017-05-12,2986.840665690104,2990.8714898003473,2878.0084147135417,2902.193359375,141996500
2017-05-15,2902.1927440068494,2942.5009765625,2902.1927440068494,2942.5009765625,41290500
2017-05-16,2886.0700964215157,2894.1317447355423,2777.237844182157,2805.45361328125,237774500
2017-05-17,2805.4535138965707,2809.48433791079,2728.8678576264056,2732.898681640625,166786000
2017-05-18,2708.713833512931,2813.5152615952766,2708.713833512931,2805.45361328125,203136500
2017-05-19,2805.453586002968,2914.2858371841176,2757.0836965891235,2886.070068359375,182948000
2017-05-22,2926.3781980347026,2942.501493891643,2809.484303071884,2845.76171875,81751500
2017-05-23,2845.7615946106994,2861.884889764301,2793.3608853614937,2853.8232421875,87609500
2017-05-24,2813.515318339816,2817.546142578125,2801.4228456248884,2817.546142578125,97663500
2017-05-26,2821.576717805388,2857.8541327486,2813.5150700402296,2833.669189453125,126066500
2017-05-29,2849.792476004857,2894.131538573532,2825.607532785579,2865.915771484375,103340500
2017-05-30,2853.8234918767757,2869.9467884410515,2837.7001953125,2837.7001953125,56862000
2017-05-31,2837.7000956632655,2845.7617436623086,2765.145263671875,2765.145263671875,1062861500
2017-06-01,2765.145263671875,2765.145263671875,2765.145263671875,2765.145263671875,0
2017-06-02,2809.4840654769855,2845.761478087162,2793.3607709835737,2829.63818359375,241656500
2017-06-05,2869.946475008815,2873.9772987096703,2817.545766897699,2857.85400390625,102575000
2017-06-06,2821.576536347044,2849.792301710515,2821.576536347044,2829.63818359375,87003500
2017-06-07,2845.761832590853,2878.0084255947154,2837.7001843398875,2869.94677734375,74324000
2017-06-08,2878.008114866632,2910.2547043889467,2878.008114866632,2890.1005859375,92743000
2017-06-09,2918.316422801907,2918.316422801907,2825.607475668697,2853.8232421875,101066500
2017-06-12,2853.823605303697,2886.0701997139086,2837.7003080985914,2861.88525390625,38489500
2017-06-13,2861.88470074847,2894.131288925918,2857.8538772262896,2882.038818359375,49797000
2017-06-14,2853.823531489047,2898.16259765625,2853.823531489047,2898.16259765625,79121500
2017-06-15,2902.1929914733378,2918.316285870412,2882.0388734769954,2910.254638671875,116159000
2017-06-16,2926.378315100509,2926.378315100509,2869.94677734375,2869.94677734375,607322000
2017-06-19,2902.193057008368,2910.2547043889467,2882.038938556921,2890.1005859375,56511500
2017-06-20,2890.101123451528,2930.409367851131,2890.101123451528,2918.31689453125,87824500
2017-06-21,2918.316402225704,2938.470521025605,2910.254754705744,2934.439697265625,68809000
2017-06-22,2942.5014695516957,2954.593941344374,2898.1624063118757,2926.378173828125,82107500
2017-06-23,2926.378173828125,2926.378173828125,2926.378173828125,2926.378173828125,0
2017-06-26,2926.378173828125,2926.378173828125,2926.378173828125,2926.378173828125,0
2017-06-27,2926.378173828125,2926.378173828125,2926.378173828125,2926.378173828125,0
2017-06-28,2926.378173828125,2926.378173828125,2926.378173828125,2926.378173828125,0
2017-06-29,2926.378173828125,2926.378173828125,2926.378173828125,2926.378173828125,0
2017-06-30,2926.378173828125,2926.378173828125,2926.378173828125,2926.378173828125,0
2017-07-03,2966.6865181587837,2982.809814453125,2914.2858052021747,2982.809814453125,213038500
2017-07-04,2982.809933562163,3019.0873516730544,2970.717460858533,2990.87158203125,64599000
2017-07-05,2990.8715940054494,3011.0257152588556,2950.5633514986375,2958.625,56981000
2017-07-06,2934.4401229209534,2958.625068988983,2918.3168255422665,2938.470947265625,89306500
2017-07-07,2958.624870011613,2990.8714626002957,2954.5940459380276,2982.809814453125,82260000
2017-07-10,2982.8098251259394,3006.9947696539875,2942.501584245859,2950.563232421875,40506000
2017-07-11,2954.593994140625,2974.748114155227,2942.501522131864,2954.593994140625,61603500
2017-07-12,2934.4401103502373,2978.7791779516833,2918.3168130406207,2970.717529296875,89196500
2017-07-13,2982.809814453125,2986.8406385267103,2946.5323977908574,2982.809814453125,64456000
2017-07-14,2990.871221791143,2990.871221791143,2950.5629843006964,2966.686279296875,41700000
2017-07-17,2942.501584245859,2966.686528773907,2942.501584245859,2950.563232421875,61702000
2017-07-18,2934.4400544959126,2958.625,2930.4092302452314,2958.625,39056500
2017-07-19,2958.624689455768,2978.77880859375,2950.5630418005753,2978.77880859375,45057500
2017-07-20,2978.7791152581935,2982.809939500762,2958.6249940453504,2974.748291015625,59790000
2017-07-21,2974.74836636767,2978.7791907123415,2938.470947265625,2938.470947265625,25438500
2017-07-24,2958.624926396366,3002.9639920508075,2934.4399814939434,2994.90234375,91781000
2017-07-25,3006.994816201211,3011.025640351615,2966.6865746971735,2994.90234375,64479500
2017-07-26,3006.9948051036117,3047.3030464588883,2990.8715085615013,3027.14892578125,118081000
2017-07-27,3027.1488634474736,3039.2413356050533,3015.056391289894,3031.1796875,63409500
2017-07-28,3063.426279920213,3063.426279920213,3015.056391289894,3031.1796875,84735000
2017-07-31,2998.933100246491,3035.210516781731,2994.9022761870197,3015.056396484375,65311000
2017-08-01,3043.272092307732,3059.3953881610178,3019.087148527803,3051.333740234375,88810000
2017-08-02,3051.333740234375,3059.3953881610178,3035.210444381089,3051.333740234375,62681500
2017-08-03,3071.487310546875,3071.487310546875,2990.8708457031253,3023.117431640625,43917500
2017-08-04,3023.118112802826,3023.118112802826,2990.871519599596,2994.90234375,70007000
2017-08-07,3023.1179871015097,3023.1179871015097,2994.902219221896,3002.9638671875,57609000
2017-08-08,3015.056381064967,3071.487917608964,3015.056381064967,3063.42626953125,58013000
2017-08-09,3067.457400838377,3067.457400838377,3023.118331969491,3059.395751953125,62335500
2017-08-10,3071.487864946464,3071.487864946464,3019.087153339766,3035.21044921875,38466500
2017-08-11,3019.086793462914,3035.2100874199923,2994.901852527297,3011.025146484375,68837000
2017-08-14,3011.0249619140627,3035.2099013671877,3006.994138671875,3023.117431640625,32254000
2017-08-15,3015.0559699736446,3031.1792639307228,2982.8093820594877,3011.025146484375,42814000
2017-08-16,3019.087210196036,3051.3338025612807,3006.9947380590693,3047.302978515625,54188500
2017-08-17,3047.302978515625,3047.302978515625,3047.302978515625,3047.302978515625,0
2017-08-18,3023.1180446033172,3047.302988960144,3002.963924305962,3015.056396484375,54443500
2017-08-21,3031.1796875,3035.210511552527,3015.056391289894,3031.1796875,20734000
2017-08-22,3031.1796875,3043.27215965758,3031.1796875,3031.1796875,35817000
2017-08-23,3047.3026043366517,3087.61083984375,3039.2409572352317,3087.61083984375,48576500
2017-08-24,3087.6113397200693,3087.6113397200693,3043.2722734838803,3055.36474609375,57641000
2017-08-25,3079.54931640625,3095.6726112565448,3059.395197843382,3079.54931640625,43855500
2017-08-28,3047.302788130734,3079.549378481324,3043.2719643369105,3075.5185546875,28840500
2017-08-29,3071.4877308936766,3075.5185546875,3047.302788130734,3075.5185546875,32155000
2017-08-30,3095.6726112565448,3095.6726112565448,3051.3335504182346,3079.54931640625,42254000
2017-08-31,3055.36474609375,3095.672988126649,3055.36474609375,3055.36474609375,65610500
2017-09-01,3055.36474609375,3055.36474609375,3055.36474609375,3055.36474609375,0
2017-09-04,3059.3957587437912,3063.426583195364,3015.0566897764897,3043.2724609375,37213500
2017-09-05,3063.42626953125,3063.42626953125,3011.02555702611,3063.42626953125,73701500
2017-09-06,3063.4262746982477,3067.4570987439033,3031.179682333003,3047.302978515625,59771000
2017-09-07,3079.5496913134893,3079.5496913134893,3023.1181524674307,3055.36474609375,44964000
2017-09-08,3019.08733402323,3067.4572245549775,3015.056509812251,3039.241455078125,51583000
2017-09-11,3059.395450652592,3067.4570987439033,3047.302978515625,3047.302978515625,36496500
2017-09-12,3055.3645593791066,3079.5495031208934,3051.333735422142,3067.45703125,52225000
2017-09-13,3039.2412019664534,3083.580264594611,3039.2412019664534,3071.48779296875,29835000
2017-09-14,3083.5801401188237,3087.6109638313974,3071.4876689811026,3079.54931640625,37754000
2017-09-15,3063.426583195364,3067.457407646937,3035.210812034354,3043.2724609375,163473500
2017-09-18,3063.426576395751,3063.426576395751,3035.210805297369,3059.395751953125,30903500
2017-09-19,3039.2411405430867,3091.641849862795,3035.210316749263,3075.5185546875,59579500
2017-09-20,3079.549440719324,3079.549440719324,3059.3953213428886,3071.48779296875,76382000
2017-09-21,3071.48779296875,3071.48779296875,3071.48779296875,3071.48779296875,0
2017-09-22,3079.550050363601,3220.628913927378,3067.4575763438484,3204.505615234375,125871000
2017-09-25,3184.3512622101334,3192.4129109752225,3164.1971402974114,3172.2587890625,97549500
2017-09-26,3172.2586073547827,3188.3819039614145,3160.166134899809,3168.227783203125,99934500
2017-09-27,3192.412967266614,3192.412967266614,3168.2280205448974,3184.351318359375,122173500
2017-09-28,3196.443603515625,3200.474427731912,3168.2278340016155,3196.443603515625,101703500
